label,event,target_text,response_text
Queries,General_Terms,,@Jim_Jordan What about Ohio State? Now over 150 students have come forward. You claim you didn’t know? Either you are as stupid as an anvil or you are lying. Either way you aren’t fit to hold office.
oppose,General_Terms,"It's interesting that certain BTS fans have come to the rescue of Jimin and his use of 깜둥이. And, keep in mind, this is coming fresh off the heels of the recent #karmy인종차별 debacle. Could it be that ARMY and BTS are cut from the same (racist) cloth? 🤔","Guys please block this account for spewing out false information.
https://t.co/ANaoa18TmX"
neutral,General_Terms,My TRUTH!! https://t.co/3HgsmXOOEg,"Whether we like it or not, there is fake news put out by wannabe journalists. As a result good people have to unnecessarily defend themselves while amateurs vomit out their clickbait stories. https://t.co/f5oNIrT1TP"
neutral,Iran_Deal,"New from @WSJopinion: @marykissel &amp; @TheGoodISIS on @netanyahu's revelations, Iran's secret nuclear archive &amp; what to do about it. #ForeignEdition
Listen 🎧:https://t.co/cqc5yoCF85",football team players were locals; but 65yrs overpopulation from 2.5billion to 8billion=teams are made up of Racists/Sexist/Sectarian/Supremacists from every country and it works because teams are still 11 players=no population growth=equality=no need to attack or kill each other https://t.co/ujT8Ul3qHc
oppose,Santa_Fe_Shooting,"We give a half a billion taxpayer dollars a year to Planned Parenthood, a for profit business that donates those dollars almost exclusively to Democrats. Don’t say school security to PROTECT kids is too expensive when you’re cool funding this.","@PPFA You see this lie the NRA is spewing about your organization, claiming you're for profit? You ought to make them retract and apologize. https://t.co/lEANrtTCpF"
oppose,Iran_Deal,"Well, we've definitely lost our credibility with Iran...and yet somehow we soldier on. #DennisMillerOption",@DennisDMZ Why in the hell do we care about credibility with Iran??? What is wrong with you
concur,General_Terms,"Well well. Wamba lied again that Sibangilizwe Nkomo endorsed him. Nkomo says  it’s a lie: 

“I was invited by MDC Alliance &amp; my job is to build peace bridges. I attend any political party meetings only by invitations to preach peace. I‘ve been invited by ZanuPF, Zapu &amp; atttended https://t.co/sw9dxdshmY",@matigary This is not a surprise. Wamba and MDC are founded on lies. Zimbabweans will resoundingly ditch them on 30 July 2018.
neutral,Iran_Deal,#BreakingNews: #Israeli occupation force arrests a #Palestinian youth in #Jerusalem on the pretext of possession of a sharp tool. https://t.co/hSuCuZ64D2,"It isn't Zionism is a crime, ZIONISM IS CRIME, one and the same, deceit, lies, dishonesty, evil, 
M.Oren TL-filled with LIES
Palestinians lack exactly what defines Zionism,
Drumpf kills Iran deal Israel attacks soon thereafter,
Pretext&amp;human shields,both unneeded for their crimes https://t.co/73aXYR5l7C"
oppose,General_Terms,"- PRESIDENT TRUMP SAYS HE MISSPOKE WITH PUTIN: I HAVE FULL FAITH IN AMERICA'S INTELLIGENCE AGENCIES

President Trump Says he Misspoke With Putin: I Have Full Faith In America's Intelligence Agencies - Katie Pavlich: Speaking at the White House Tuesday... https://t.co/3vnQ8h1pQy",Fake 'news'. https://t.co/6XPadJ9Mqf
concur,Iran_Deal,"Iran Opposes Higher Oil Prices, Signaling Divide With Saudis

https://t.co/lmQLxtK91r",Do I go Long Oil on this bullshit nuclear deal walkout or short? Jfc.  https://t.co/ADKJ0XHdu6
concur,Santa_Fe_Shooting,'I'm so sick of moment of silence. It's not working.' — Kelly Clarkson gave a powerful tribute to the victims of the Santa Fe school shooting https://t.co/AbzQubtfAq,"THIS SHOULD BE THE MOST MEMORABLE MOMENT OF THE AWARD SHOW INSTEAD OF SOME BUNCH OF FAKE ""INTERNATIONAL ARTISTS"" PERFORMANCE. UGH. THIS KIND OF SITUATION DESERVES TO BE HIGHLIGHTED EVEN MORE THAN THAT SILLY PERFORMANCE. THERE, I SAID IT. ☕🔥 https://t.co/RTZYpG4D9B"
oppose,Santa_Fe_Shooting,"After Parkland student activist David Hogg called to protest the grocery chain for its support of a pro-NRA candidate, Publix suspends political contributions https://t.co/bMawiIahkZ https://t.co/D4Zliiy6au",@CNNPolitics This anti American BS from Hogg and CNN is why NRA membership and Trump approval ratings are at an all time high. You libs are anti American globalist puppets and don’t even know it.
oppose,Santa_Fe_Shooting,,"@bessbell So they are both wrong. What's your point? I assume you are against police brutality, no? But in your idea of gun control, police, the military, and criminals will be the only one's with guns.  Do you see the cognitive dissonance? @AnthonyCumiacm"
oppose,General_Terms,I have just been reassured unequivocally by the White House legislative team that the President’s ‘no’ response today to shouted questions was not intended to suggest that President Trump doubts the intelligence community’s assessment that Russia is continuing to attack....,@LindseyGrahamSC A WH that lies as easily as 45? Alternative facts? Fake news? What happened to you? Or should I ask how much/what did they give you?
oppose,General_Terms,"#UgandaAirlines', A330 aircraft is of high quality. It's not in development as @The_EastAfrican article claimed. It lowers the potential cost for servicing. The A330 was found to be the best of its kind.",@OfwonoOpondo @The_EastAfrican lies u well know the A330 900neo is a better option
concur,General_Terms,"OK, so Chris Wallace just pressed Putin on election meddling, and he denied it. What now? Now what? Should he repeat the question 100 times?",Chris thinks he is so special! Makes me sick. Hope Putin knows he is fake news! 🤦‍♀️ https://t.co/2pnmgBK7e1
concur,General_Terms,"Unfuckingbelievable. Trump has changed transcripts &amp; video, that are to be official archived records of the Helsinki summit w/ Putin.

So did Russia.

@GOP are you seriously going to let this man continue his manipulation &amp; treason of America?

THIS IS SO FUCKING WRONG!!!!!!!!!!!",#TreasonousTrump openly creating #FakeNews  #IMPEACHTRUMPNOW https://t.co/mp0xM4OZsW
oppose,Iran_Deal,"Thank you, President Trump, for withdrawing us from the feckless Iran Deal. 

We finally have a real President: Obama gave Billions to ""Death to America"" Iran, drew red lines in the sand with Syria -- then did nothing -- &amp; had no diplomacy with North Korea. 
#IranDeal",@ScottPresler You should really research the Iran Deal before putting up misleading information like this.
neutral,General_Terms,"Of all the has-been failures the Establishment could bring out to back another referendum, Major is probably the least credible of them all... Just like Blair, the more he publicity he gets, the better!

🙋‍♀️ Support us at https://t.co/iICfFb8qqg https://t.co/uXdQ8NDTut",@LeaveEUOfficial @didierdelmer The media and public rarely question what experts and politicians got wrong and they only publicise what they got right.
neutral,General_Terms,if i do a programming language its gonna have YES and NO,"@mxswd Add true, false, on, and off as well"
oppose,General_Terms,"Putin denies having dirt on Trump, calls meddling charge 'utterly ridiculous' in Fox News interview https://t.co/bPOc2Yk8Y1 https://t.co/65FRX2r0u8",@FoxBusiness Putin's Fake News
concur,General_Terms,"Whoa.

Fusion GPS founder Glenn Simpson &amp; 'Dossier' author Christopher Steele reportedly have massive doubts about the accuracy of their 'Pee Tape' source.

via @ChuckRossDC

https://t.co/VSNYNdehOF","@TheDCVince @ThunderB @ChuckRossDC Uh, old news......this has been known to be false for a pretty long time now....why they continued to push the lie so long IDK but I’m glad they’re at least back peddling a little."
oppose,Santa_Fe_Shooting,,she said “Whoop your kids” and then proceeded to say “Teach them Bullying is wrong”....... the irony is not lost on me https://t.co/dcANGtbEmh
Queries,General_Terms,"Jacob Rees-Mogg had an entertaining exchange with a caller who says the EU Referendum was ""not democratic and not honest"".

https://t.co/vMJNEaczDN","@LBC I think he’s saying that external IO campaigns were employed to ratchet up xenophobia and the economic case for BREXIT was one lie after another. Now that the actual pain of BREXIT is know, why not give it a final approval?  Why don’t you want another vote? https://t.co/hAjciTh8ZN"
concur,Santa_Fe_Shooting,"R U KIDDING ME? @Publix donated $670K to ""proud NRA sellout"" @adamputnam + they think they can distance themselves from the @NRA now? How many flowers did I buy from your stores for funerals, graves, + memorials for Pulse + MSD victims? #BoycottPublix https://t.co/WAL9dzYk8u",I'm calling Bullshit! on @Publix. Donating to NRA supporting politician is the same as supporting the NRA. https://t.co/GyK2TBB5Yq
oppose,General_Terms,Women on the beach hang out of their bikinis but if I give my left testicle some air the police are called.,"@kevinbrennan666 Don’t lie Kevin, there’s no way you go to the beach. Lol 😎"
neutral,Santa_Fe_Shooting,"Retweet this if you know why national media isn't covering the school shooting that just happened in Jonesboro, Georgia.

#MountZionShooting https://t.co/Jcg4zHvppb","OMG, people, what is WRONG with us?? https://t.co/DFPaWRKpet"
oppose,Student_Marches,44 House Democrats employed the Pakistani-born Imran Awan and his family in a position where they could read all the emails and files of one in five Democratic members of congress. No background checks were ever done either explains @lukerosiak https://t.co/hWxl5ClbcF https://t.co/Efr6qisKRE,@PoliticalShort @michellemalkin @lukerosiak /Fake news from the propaganda network!
concur,Santa_Fe_Shooting,,Trump’s lies https://t.co/xxogh3QE7g
concur,General_Terms,Katie Price hits out at ‘THREE men’ trying to ‘mentally destroy’ her in cryptic message https://t.co/UWYNjUlUIV https://t.co/cEYrYSWeOK,@celebsnow Yet she plays the victim....😂🤣 Jesus she lies that much she is even believing her own made up dramas.
neutral,Iran_Deal,"We cannot contain Iran’s nuclear program without independent inspections, and without the deal there are no inspections at all. Hardliners in Iran want Trump to pull out because it will isolate the USA, allow Iran to pursue nukes without economic or political consequences.","@brianschatz These Traitors should stop LYING
@realDonaldTrump @POTUS @netanyahu @mike_pence @VP @WhiteHouse 
There's NO reason to end #JCPOA 
Any time an IDIOTS tell you otherwise
Remember Iran is in FULL Compliance 
ONLY Russia wins
https://t.co/wEtRr8Qm87 https://t.co/foGbZcqk3w"
concur,Iran_Deal,"""As Trump is busy demonstrating through air strikes in Syria and warmongering against Iran, a fascist-curious U.S. administration does not mean a more peaceful, less imperialist U.S."" https://t.co/wy5fVxaZeC",Fascist Imperialism. What could go wrong? https://t.co/J92H1Dkt1k
concur,General_Terms,‘I want him to fix it’: Trump voters sorry now that tariffs are killing their Missouri nail factory https://t.co/l3M5QmBJTz,Refusing to admit you were wrong about Trump while laying off your workforce and sliding into bankruptcy to own the libs https://t.co/T6virEe8lr
Queries,General_Terms,This is how the LNP is responding to Labor attack ads in Longman @SkyNewsAust https://t.co/GwqItdlwxH,"@jacksonw____ @SkyNewsAust But, didn't Trev tell lies and of course we all know about Campbell, don't we?"
neutral,Iran_Deal,"Iraq drops the dollar = invaded. 

Libya drops the dollar/euro = invaded. 

Syria drops the dollar = invaded.
 
Iran dropped the dollar 2 weeks ago. What do you think happens next? 

https://t.co/igEFXQzCyR @Truthdig","@LeeCamp @realTamTamara @Truthdig I think Iran in not a free country, I think it’s run by a fake government with awful laws and horrible policies and I think freedom suffers there.  I think it call America the great Satan.  I think it calls for myself to die regularly.  I think if they are invaded it’s on them."
oppose,Iran_Deal,".@netanyahu: “Iran lied… After signing the nuclear deal in 2015, Iran intensified its efforts to hide its secret nuclear files.” https://t.co/F6LmvFN26K","@FoxNews @netanyahu Iran didn't lie, President Obama knew exactly what they were up to when he gave them the go-ahead with the ""deal"". Then, with Hillary as president, iran would have nuclear weapons. #barackobama #obama #worstpresidentever #hillaryclinton #fakenews #cnn #USA"
concur,General_Terms,"Some said Mesut Özil needs to “make his commitment to Germany known.""

So I went through Google’s back pages to see what MÖ previously said about Germany, Turkey and beyond.

A thread, that also includes a glimpse into of the complicated world of a player of immigrant background. https://t.co/1DSetQMCiM","Everyone should read this, &amp; then those who continue to try to refute the notion that there is no ethnic/culture tension when it comes to Özil,should probably have a word with themselves &amp; wake up to the real world. Ethnic/cultural tension ALWAYS exist; only the catalyst changes https://t.co/UZBfcpKGZz"
concur,Santa_Fe_Shooting,"So when Ted Cruz offered his comments to the Santa Fe High School shooting community (prayers, stand side by side, blah blah), this guy in the dark blue FBI jacket at the end appeared not to care for the bullshit. 👍 https://t.co/9vsVgcCp8g","It's more than anybody can do.. not to roll their eyes when slimy, lying Canadian hypocrite @tedcruz opens his mouth to spout inanities in his high-pitched, whiny voice. https://t.co/FXL6NoFlQo"
concur,Santa_Fe_Shooting,,@JamilSmith @JoyAnnReid @POTUS @NRA @VP The POS President is nothing but transactional. He has no soul. He is simply a fake lying punk.
oppose,General_Terms,"Question @realDonaldTrump -
The $12bn in emergency aid for farmers  will come in a direct assistance program created during THE DEPRESSION (no need for Congressional approval)

If our economy is STRONGER THAN EVER- why are we using depression era emergency support?",@SRuhle @realDonaldTrump HACK! Stop misleading people!
oppose,General_Terms,"Professional provocateur @Lauren_Southern claims women are not psychologically developed to hold leadership positions
https://t.co/6c1MNfLsRb","@australian @Lauren_Southern They are incapable of winning arguments and resort to slandering and lies to rally fanatics. Those who actually believe this nonsense are weak-minded and easily influenced, the typical audience the left tends to attract."
oppose,Santa_Fe_Shooting,,"I get the “my child is an angel that has never done anything wrong” type of parent, vibe. 

Your son killed 10 people. He is in no way a victim. https://t.co/KjZBEM8neB"
oppose,Iran_Deal,"The #IranDeal doesn't keep America or our allies safe &amp; rewards bad behavior. Through sanctions and maximum pressure, we can bring the Iranians back to the table instead of leading them to the very edge of a nuclear breakout. Read my full statement here: https://t.co/nkYL4f5wKZ","@RepHuizenga This is a lie. Pulling out of the Iran deal allows them to build a nuclear program now, you dolt. All our allies agree, except the man child in the White House."
neutral,General_Terms,"@POTUS 
President what will it take to get uncorrupted help in TUSCON ARIZONA.  SEX TRAFFICKING
LEWS FROM VOP ALPHA TEAM CO PULASKI GUARDONG TUMNEL THAT CEMEX, CLINTON, ROTHCHID, FBI, AND SHERIFF DEPT. CORRUPTED.  NEED HELP.  THIS COULD BE YOUR CHILD.",@cgm1951 @POTUS unfortunately #lewisarthur of #vopalpha is a lying felon on the run currently who got a #tucson police officer shot by doxxing the dept #heisevil
oppose,General_Terms,"I'm watching Wolf Blitzer interview Rand Paul on CNN and Paul is using every single Russian troll argument I've ever read here on Twitter.

He couldn't be a more effective Russian asset if he tried. I'm serious.",Fake Not NEWS https://t.co/4nm06tXjLz
oppose,Santa_Fe_Shooting,"""Of course not!"" @SenSanders says on if we've done enough to combat gun violence, says it comes down to ""three letters: the NRA."" #MTP","@MeetThePress @NBCNews @SenSanders NO member of the NRA has committed these murders.  They support 2nd amendment rights.  Lie much, Bernie?"
oppose,Santa_Fe_Shooting,".@POTUS: ""To the students, families, teachers, and personnel at Santa Fe High, we're with you in this tragic hour and we're with you forever."" https://t.co/uwmwnDE1lD",ALL BS. @trump is in bed with the @NRA and they are both sponsored by #Russia. https://t.co/LUxeT1UgQL
neutral,General_Terms,"Just testing to see if @BTS_twt tweets still go viral anytime you tag #BTSARMY #LoveYourself @bts_bighit. 
- @JoeyRadio 
https://t.co/WWpfHxDBR7",Play Fake Love then coward https://t.co/9MI8r7TbRQ
oppose,Iran_Deal,"Without the Iran nuclear deal, the world is more dangerous https://t.co/s6ZhWM3PEZ @GlobeDebate https://t.co/mbNDVVSoaz",That’s what you said about NOKO and look how that turned out. You’ll be wrong about this one also. Get out the popcorn. https://t.co/YbeNXYzXQw
concur,Iran_Deal,,"“There is no strategy.”

The United States of America.

😳 https://t.co/FNdTZYwNQv"
oppose,Student_Marches,"Analysis: The DOJ chain of command (including at least 2 Trump appointees) + a federal judge saw probable cause to green light coordinated FBI raids on the home, office &amp; hotel room of POTUS' longtime personal lawyer &amp; confidant.  That's a big deal. https://t.co/dbsc0TkE3B",@guypbenson Also forgive us for being suspicious after we just saw the FBI used a totally bogus dossier to justify multiple FISA warrants against Trump 🙄
oppose,General_Terms,"Even if you don't like Bukola Saraki, respect his political skills.",@cchukudebelu No be lie
oppose,General_Terms,"Clip of @HallieJackson asking @PressSec about WH walking back Trump's comments. Sanders tried to move on without allowing her to ask a follow-up, and @Jordanfabian gave the floor back to Jackson.

Sanders was inarticulate &amp; uninformed as usual.

 https://t.co/fbprYE2BCW",@TalbertSwan @HallieJackson @PressSec @Jordanfabian She's not uninformed... He lies... She swears to it ...
concur,General_Terms,"05.06.18 - Political Thug Banda Kani president of ""palm wine joint"" political party threatens to ""Take away"" the life of US ( @USEmbYaounde )
ambassador to Cameroon

20.07.18 - Banda Kani &amp; 19 others endorse Biya

Should a president accept an endorsement from a Thug ? https://t.co/qbf7eU8ySC","@randzejude @USEmbYaounde His Gov't is made up of thugs in the likes of atanga nji, Issa tchiromas, ekemas just to name a few.These are the people he rewards with posts of responsibility. #SouthernCameroons must be free IJN. AMEN our children deserve the best. #BUEA all the way."
oppose,General_Terms,"Veterans, military widows slam Sacha Baron Cohen for impersonating wounded warrior - Washington Times https://t.co/MvEaCqvKfA",@seanspicer Fake News.
Queries,General_Terms,TYLER JOSEPH SAID THAT SUPPORTING THE LGBTQ+ COMMUNITY WAS A BURDEN AND HIS STRAIGHT WHITE CIS OHIOAN ASS MOST LIKELY VOTED FOR TRUMP AND THE NEW SONGS JUST SOUND LIKE BLURRYFACE 2.0 AND THAT IS THAT!!! MY BOY NICK SAID NOTHING REVOLUTIONARY SO QUIT HARASSING HIM,"Sweetie where? Why are you conjuring claims out of nowhere? Even if he did vote for Trump, what does that have to do with his views on the LGBTQ+ community? Stop lumping everyone together and making false claims with no clear proof cuz it's not helping anyone. Have a good day💕 https://t.co/yuJkKa7FIi"
neutral,Iran_Deal,Britain should drop ‘Russophobic agenda’ – Neil Clark bemoans UK-US bullying of Europe (VIDEO) — RT UK News https://t.co/VADXWAKnS1,"@haloefekti 2)Now “Iran Lied”! The call for more blood! Send your kids “defend freedom” once more...lies to wash away “more lies”! This is the state of affairs; due for their wealth, barbaric ideas and corrupt way of life..."
concur,Student_Marches,,"Just an example of how easy it is to spread fake news, manipulate pictures, and deceive readers. Be careful. https://t.co/c5o8jd6w0N"
oppose,Santa_Fe_Shooting,"Join the #NoNRAMoney movement and tell every elected leader and candidate they must reject support from the @NRA to earn your vote. 
Visit and share the website: https://t.co/UzhMVe5Zn4 https://t.co/RRVZ3XiOqV",@noNRAmoney @NRA SMH lying down in Grocery stores isn't doing a thing to prevent the mentally ill from breaking laws and killing other students..
concur,Santa_Fe_Shooting,,.@ another punk walking on the wrong side of the street https://t.co/5lr5AUSll5
oppose,Santa_Fe_Shooting,"Since the media is deliberately downplaying the fact that the #SantaFe shooter was wearing a communist pin, we'd like to remind you that Communist regimes have killed over 100M people. We should have the same visceral reaction to the hammer and sickle as we do to the swastika. https://t.co/lFptt1BEUj","the shooter was NOT a communist! https://t.co/qaYBoQAcPE

and these statistics about how many people communism supposedly killed are seriously bullshit like look into you fucking idiots https://t.co/9u8LnJRn1k"
concur,General_Terms,"Political power and Economic power are one and the same. If you don’t have one then you don’t have the other. 
Goodnight.",@LukhanyoV @mithisa_motho You’ve just blasted my thinking that we have political power but lack economic. In that statement lies the truth that we actually don’t have even that. Afriforum and their buddies rule us from the sidelines. So yes we’re voting fodder.
concur,Student_Marches,Our desperate need for more young people in office has perhaps never been more painfully obviously than while watching Mark Zuckerberg explain the internet to a bunch of senior citizens,"@laurenduca obviously, not fiction... https://t.co/xnDAAMU5Wy"
oppose,General_Terms,I mean seriously. Who needs a hurricane when you have regular global warming rain? 🤷‍♀️ https://t.co/807tg1a8Yh,@donnersun FAKE NEWS
concur,Santa_Fe_Shooting,"The Sante Fe High School shooting was proudly sponsored by the @NRA, the @GOP, and Russia.

Please join @DLoesch fo… https://t.co/S88HMzCtSV",@ManInTheHoody @NRA @GOP @DLoesch I wish you were wrong @ManInTheHoody but the pattern is so obvious ffs https://t.co/JcSEE6Os3g
concur,Santa_Fe_Shooting,"After the latest massacre of students on Friday, Maryland high school students went to Paul Ryan’s office to talk to him.

What did Ryan have to say? Nothing. He just had them arrested.
https://t.co/BufPuuA5xZ","@SpeakerRyan what the hell is wrong with you - you heartless, self serving ass! https://t.co/dZPkBTBHXp"
concur,Iran_Deal,"Putin, Macron agree over phone that efforts be made to preserve and strictly implement Iran nuclear deal https://t.co/Mqj7EO6Nho https://t.co/7GWnStuTeU",Macron is turning into the nuevo Chamberlain - peace in our time via deals with bs artists https://t.co/JDc4JNM9WN
concur,General_Terms,,"@paulsperry_ @DonaldJTrumpJr A house of cards built on LIES. Stop the MULTI-MILLION DOLLAR TAXPAYER-FUNDED #WitchHunt IMMEDIATELY! It is illegal on its foundation. What do we, as taxpayers, have to do to STOP THIS MADNESS?"
oppose,General_Terms,,@CoreyStewartVA Stop lying!
oppose,Student_Marches,,#fakenews The @NRA would rather lie than tell the truth. #Deplorable https://t.co/kohyD9TkrB
neutral,General_Terms,". @MoviePass has lost it’s damn mind! A movie ticket at this theater is only $8.50, and they want to charge $4.53 “peak pricing” (53% of ticket price!) - for a movie that was released over a month ago! THIS IS INSANITY 🤣 @slashfilm @davechensky https://t.co/Oe0E0focN9",I haven't watched any movies with AMC'S A-list yet &amp; I ALREADY feel better subscribing to that &amp; cancelling Moviepass who pulls this bullshit.  (cane comes out &amp; pulls it off stage).  https://t.co/2Q8jgMDfk1
oppose,Santa_Fe_Shooting,"There have been at least 288 school shootings in the United States since January 1, 2009, an analysis finds.

That's 57 times as many shootings as the other six G7 countries combined. https://t.co/VVzvvGsGWg https://t.co/J6x2ECVrv4",@CNN Wrong!!!! Try stating facts of actual school shooting's CNN. NOT MISLEADING GARBAGE. THIS IS WHY YOU ARE FAKE NEWS!!!!!
concur,General_Terms,ONT #police services R moving 4ward on sexual violence reviews. Read more from @SaultPolice Inspector @moniquerollin in our new edition of HQ Magazine! https://t.co/iyh2ulXgIm @robyndoolittle https://t.co/oiK3ciBFLF,Excellent article @moniquerollin via @OACPOfficial “Beyond Unfounded” https://t.co/2fF365l1PA
oppose,Iran_Deal,"President Obama simply can’t concede to the fact that he made a bad deal with Iran. Accepting that you made a mistake is the first step to recovery.

@realDonaldTrump made a tough decision. He has spent his career making deals and has learned from mistakes. Only sign a good deal!","@OliverMcGee @RyanAFournier @realDonaldTrump Obama was not the only one involved in the deal. There is no reason to concede for anything.
https://t.co/MdbcltPbiV"
concur,Iran_Deal,"And then there is this....

FAMILY BUSINESS: John Kerry Tries To Save Iran Deal After Daughter Married Iranian National; Best Man Was Son Of Iran’s Minister of Foreign Affairs ↘️

https://t.co/Wgqc4vxWbH","Yep - Lurch was “negotiating” the BOGUS 150 BILLION DOLLAR Iran nuclear deal with his Muslim family members, supporters of the Muslim Brotherhood terrorist organization. TREASONOUS in so many ways. Where is Sessions??? https://t.co/nB15OimaVV"
oppose,General_Terms,"Encouraging to see the benefits of tax reform -- small businesses are hiring, and wage growth is gaining across the United States. Now, Congress needs to pass Rep. Davis's H.R 4486. I am a cosponsor, and it is crucial we ensure these tax cuts for Illinois families are permanent. https://t.co/tkiRC6zsBI","@RepHultgren That’s. A. Lie. 

Wage growth is not growing. Quite the opposite. 

Stop lying. 

https://t.co/WFWQkV0HEZ"
neutral,Santa_Fe_Shooting,,@shannonrwatts @NRA Ted Cruz's nose should grow every time he tells a lie
concur,Santa_Fe_Shooting,"Texas Lt Gov @DanPatrickTX blamed the #SantaFeShooting on the school having “too many doors.” 

How much did the @NRA donate to his campaign for him to say something so utterly ridiculous and irresponsible? 

They’d rather ban doors than assault rifles! 

https://t.co/bbzQHql2bz",@TalbertSwan @DanPatrickTX @NRA With leaders like this there is no hope for the children and especially those kids in Texas with this type of thinking!!!!
concur,Santa_Fe_Shooting,"#Parkland   #SantaFeHS  #Columbine   #SandyHook 

#GunControlNow   #NoRA      #FridayFeeling

Please, can’t we make it stop? 

Kids are worth more than gun profits 

 Survivors React To Santa Fe High School Shooting In Texas https://t.co/zgROlxriI1",Can't the GOP quit thinking about money and do something to make this stop? What is wrong with people? https://t.co/cC5UEhXJQj
oppose,Iran_Deal,,Is this Israel false flag https://t.co/Jz3iYqeKYU
oppose,Iran_Deal,"Israel: Illegally attacks Syria daily for the last few days.
Syria: Finally responds after days of receiving attacks from Israel.
Prediction:
Israel: OMG THE SYRIANS &amp; IRANIANS ARE ATTACKING US, THEY ARE THE AGGRESSORS, QUICK AMERICA MOVE IN &amp; ATTACK THEM
https://t.co/dWiM4JjOVU","@Ventuckyspaz This is misleading
Israels attacks yesterday against Syria were against Iranian Quds Forces who were preparing missiles to fire at Iran...which they did today"
concur,Iran_Deal,".@ChuckSchumer on Iran deal, August 2015: ""We should not go forward with this agreement. This evil regime has stayed in power without even a slight threat to their being overthrown."" https://t.co/7LKe6MQFF4",So Schumer - were you telling lies then or are you telling lies now? https://t.co/KLFMaSDuzt
concur,Santa_Fe_Shooting,"I'm sick &amp; tired of the NRA telling us we can't have common sense, constitutional gun laws!
I'm tired of politicians taking bribes from the NRA to vote against our kids!

Honor Santa Fe High School &amp; use Common Sense to support Politicians who do the same!
#GunControl",@EdKrassen #NRAIsATerroristOrganization 🇺🇸@Danaloesch @NRA please spare us the fake rhetoric. You are harvesting innocent Americans for profit. White American Terrorists get to kill and you get to profit. Kill babies for your profit. This is a ruse only the mentally Iill condone.
oppose,Student_Marches,"So this asshole showed up to the #MarchForOurLives march in Greensburg, PA with an AR-15 to protest the march. https://t.co/jFKsVD7mpj",nothing wrong here?? a man simply enjoying our second amendment. where’s the crime?? by no means in this man considered an asshole. he’s standing up for the rights that we have as Americans. if you don’t like it... leave https://t.co/NpyYbN1ydz
concur,General_Terms,"Ok while we’re on the subject of Princess Diaries, can we talk about how INSANE it is that Lily makes this comment about Mia’s dead father: “I thought you were getting over that. It’s been what, two months?” like HOW could she be Over That",@whichhaz I’ve literally thought this every time I watch it. What a fake friend !!!!!!
neutral,Santa_Fe_Shooting,,"@shannonrwatts @NRA OLLIE NORTH,  you are wrong and we will rise up, raise our voices and put an end to those murder business you are now the head of."
concur,General_Terms,Trump warns Iran's Rouhani to stop the threats or face or suffer historic consequences https://t.co/4pvvWg2anj,"@FoxNews Trump threatened Korea, nothing. Trump threatens Russia, nothing. Trump threatens Stormy, gets caught lying, lawyer indicted. Hey Trump you 0 for 3 and Mueller is pitching."
oppose,Student_Marches,Poll: 77 Percent Believe Traditional Media Guilty of Fake News | Breitbart https://t.co/cWPhTb74N1,@petefrt @instapundit LIES.  You people are pathetic.
oppose,General_Terms,"While I had a great meeting with NATO, raising vast amounts of money, I had an even better meeting with Vladimir Putin of Russia. Sadly, it is not being reported that way - the Fake News is going Crazy!",I guess Fox is Fake News now!! https://t.co/10NdnZP4pw
neutral,Santa_Fe_Shooting,Santa Fe High School officials have been notified that @JJWatt is personally going to pay for the funerals of all the victims of the Santa Fe High School shooting tragedy.,@JJWatt - there are no words. You are an anomaly and I have the utmost admiration for you. Please never change. https://t.co/6Jc7WneTHN
Queries,General_Terms,I can’t figure out why I should care Ivanka is shutting down her clothing line,"I can't figure out why it's because she wants to focus on her wh nepotism gig, since she ""totally separated herself from her business"" when she moved into be daddy's nanny??? Gosh, maybe she's lying about her business??? https://t.co/uJteTET5Q5"
oppose,General_Terms,"After a day, I personally don’t think DC was great at #SDCC2018

Aquaman looked good.

Shazam looks ok. But also like a movie I’ve seen countless times before.

No... surprises, slate, DC Dark, Reeves update, Affleck, MoS2, Cyborg.

Godzilla trumped them all.
#ReleaseTheSnyderCut",@Ganthet17 The Snyder Cut does not exist.
Queries,Iran_Deal,"Obama Foreign Policy Names:  

Russia: ""Cut it Out""
Iraq: ISIS Incubator
Syria: Limp Wrist Red Line
Iran: Pallets of Cash for Terror
Cuba: Baseball Game w/ Dictator
North Korea: Cash &amp; Aide to be Nice
Libya: Kill a Dictator &amp; Kick a Hornets Nest

Trumps just cleaning up his mess.",I'm shocked by this tweet. Could it be fake news? https://t.co/ebjrzB7ywi
oppose,General_Terms,No water in SIX YEARS?! I KNOW this nigga bloodstream moving like banana pudding. https://t.co/S4zUxG9aOP,This gotta be fake..... https://t.co/3OaDymdlTU
neutral,Santa_Fe_Shooting,"The Texas school shooting was the second mass shooting targeting students in recent months.

President Trump has pledged action each time. But what has he done so far? https://t.co/DiQxSGvOll",@MSNBC Spoke at his buddies @nra conference  @davidhogg111   @realDonaldTrump is lying sack of shit.
oppose,Iran_Deal,"Watch Video ""Well, tonight, I’m here to tell you one thing: Iran lied. Big time,"" Israeli Prime Minister Benjamin Netanyahu said during a press announcement. On Monday, Israel's prime... https://t.co/ZcxJnwJQHR",@ThreeSonorans He is lying. #POMPEO and #TRUMP have an #agenda based on #lies #FakeNews &amp; #AlternativeFacts to strike down the #IranDeal. #SICK and #stupid
neutral,General_Terms,CBD costs way more than the real thing and I don't understand,@NonchalantJon It’s recommended by doctors so people are willing to pay bogus prices
